396,PITANGUEIRAS ,25,543/5,1,06891,5435,SP
397,PLANALTO   ,25,544/7,1,06893,5447,SP
398,PLATINA,25,545/9,1,06895,5459,SP
399,POA,25,546/0,1,06897,5460,SP
400,POLONI,25,547/2,1,06899,5472,SP
401,POMPEIA,25,548/4,1,06901,5484,SP
402,PONGAI,25,549/6,1,06903,5496,SP
403,PONTAL,25,550/2,1,06905,5502,SP
404,PONTES GESTAL,25,551/4,1,06907,5514,SP
405,POPULINA,25,552/6,1,06909,5526,SP
406,PORANGABA,25,553/8,1,06911,5538,SP
407,PORTO FELIZ,25,554/0,1,06913,5540,SP
408,PORTO FERREIRA,25,555/1,1,06915,5551,SP
409,POTIRENDABA,25,556/3,1,06917,5563,SP
410,PRADOPOLIS,25,557/5,1,06919,5575,SP
411,PRAIA GRANDE ,25,558/7,1,06921,5587,SP
412,PRESIDENTE ALVES,25,559/9,1,06923,5599,SP
413,PRESIDENTE BERNARDES ,25,560/5,1,06925,5605,SP
414,PRESIDENTE EPITACIO,25,561/7,1,06927,5617,SP
415,PRESIDENTE PRUDENTE,25,562/9,1,06929,5629,SP
416,PRESIDENTE VENCESLAU,25,563/0,1,06931,5630,SP
417,PROMISSAO,25,564/2,1,06933,5642,SP
418,QUATA,25,565/4,1,06935,5654,SP
419,QUEIROZ,25,566/6,1,06937,5666,SP
420,QUELUZ,25,567/8,1,06939,5678,SP
421,QUINTANA,25,568/0,1,06941,5680,SP
422,RAFARD,25,569/1,1,06943,5691,SP
423,RANCHARIA,25,570/8,1,06945,5708,SP
424,REDENCAO DA SERRA,25,571/0,1,06947,5710,SP
425,REGENTE FEIJO,25,572/1,1,06949,5721,SP
426,REGINOPOLIS,25,573/3,1,06951,5733,SP
427,REGISTRO,25,574/5,1,06953,5745,SP
428,RESTINGA,25,575/7,1,06955,5757,SP
429,RIBEIRA,25,576/9,1,06957,5769,SP
430,RIBEIRAO BONITO,25,577/0,1,06959,5770,SP
431,RIBEIRAO BRANCO,25,578/2,1,06961,5782,SP
432,RIBEIRAO CORRENTE,25,579/4,1,06963,5794,SP
433,RIBEIRAO DO SUL,25,580/0,1,06965,5800,SP
434,RIBEIRAO PIRES,25,581/2,1,06967,5812,SP
435,RIBEIRAO PRETO,25,582/4,1,06969,5824,SP
436,RIVERSUL,25,583/6,1,06971,5836,SP
437,RIFAINA,25,584/8,1,06973,5848,SP
438,RINCAO,25,585/0,1,06975,5850,SP
439,RINOPOLIS,25,586/1,1,06977,5861,SP
440,RIO CLARO ,25,587/3,1,06979,5873,SP
441,RIO DAS PEDRAS,25,588/5,1,06981,5885,SP
442,RIO GRANDE DA SERRA,25,589/7,1,06983,5897,SP
443,RIOLANDIA,25,590/3,1,06985,5903,SP
444,ROSEIRA,25,591/5,1,06987,5915,SP
445,RUBIACEA,25,592/7,1,06989,5927,SP
446,RUBINEIA,25,593/9,1,06991,5939,SP
447,SABINO,25,594/0,1,06993,5940,SP
448,SAGRES,25,595/2,1,06995,5952,SP
449,SALES,25,596/4,1,06997,5964,SP
450,SALES OLIVEIRA,25,597/6,1,06999,5976,SP
451,SALESOPOLIS,25,598/8,1,07001,5988,SP
452,SALMOURAO,25,599/0,1,07003,5990,SP
453,SALTO,25,600/2,1,07005,6002,SP
454,SALTO GRANDE,25,601/4,1,07009,6014,SP
455,SALTO DE PIRAPORA,25,602/6,1,07007,6026,SP
456,SANDOVALINA,25,603/8,1,07011,6038,SP
457,SANTA ADELIA,25,604/0,1,07013,6040,SP
458,SANTA ALBERTINA,25,605/1,1,07015,6051,SP
459,SANTA BARBARA D OESTE,25,606/3,1,07017,,SP
460,AGUAS DE SANTA BARBARA,25,607/5,1,07019,6075,SP
461,SANTA BRANCA,25,608/7,1,07021,6087,SP
462,SANTA CLARA DOESTE,25,609/9,1,07023,,SP
463,SANTA CRUZ DA CONCEICAO,25,610/5,1,07025,6105,SP
464,SANTA CRUZ DAS PALMEIRAS,25,611/7,1,07027,6117,SP
465,SANTA CRUZ DO RIO PARDO,25,612/9,1,07029,6129,SP
466,SANTA ERNESTINA,25,613/0,1,07031,6130,SP
467,SANTA FE DO SUL,25,614/2,1,07033,6142,SP
468,SANTA GERTRUDES,25,615/4,1,07035,6154,SP
469,SANTA ISABEL ,25,616/6,1,07037,6166,SP
470,SANTA LUCIA ,25,617/8,1,07039,6178,SP
471,SANTA MARIA DA SERRA,25,618/0,1,07041,6180,SP
472,SANTA MERCEDES,25,619/1,1,07043,6191,SP
473,SANTA RITA DOESTE,25,620/8,1,07049,,SP
474,SANTA RITA DO PASSA QUATRO,25,621/0,1,07051,,SP
475,SANTA ROSA DE VITERBO,25,622/1,1,07053,6221,SP
476,SANTANA DE PARNAIBA,25,623/3,1,07047,6233,SP
477,SANTANA DA PONTE PENSA,25,624/5,1,07045,6245,SP
478,SANTO ANASTACIO,25,625/7,1,07055,6257,SP
479,SANTO ANDRE ,25,626/9,1,07057,6269,SP
480,SANTO ANTONIO DA ALEGRIA,25,627/0,1,07059,6270,SP
481,SANTO ANTONIO DO JARDIM,25,628/2,1,07063,6282,SP
482,SANTO ANTONIO DO PINHAL,25,629/4,1,07065,6294,SP
483,SANTO ANTONIO DE POSSE,25,630/0,1,07061,6300,SP
484,SANTO EXPEDITO,25,631/2,1,07067,6312,SP
485,SANTOPOLIS DO AGUAPEI,25,632/4,1,07069,6324,SP
486,SANTOS,25,633/6,1,07071,6336,SP
487,SAO BENTO DO SAPUCAI,25,634/8,1,07073,6348,SP
488,SAO BERNARDO DO CAMPO,25,635/0,1,07075,6350,SP
489,SAO CAETANO DO SUL,25,636/1,1,07077,6361,SP
490,SAO CARLOS ,25,637/3,1,07079,6373,SP
491,SAO FRANCISCO  ,25,638/5,1,07081,6385,SP
492,SAO JOAO DA BOA VISTA,25,639/7,1,07083,6397,SP
493,SAO JOAO DAS DUAS PONTES,25,640/3,1,07085,6403,SP
